step,loss
0,0.9504913687705994
25,0.9327508211135864
50,0.8045700788497925
75,0.7137060165405273
100,0.6665878295898438
125,0.6158481240272522
150,0.5568086504936218
175,0.5041473507881165
200,0.47097286581993103
225,0.43035688996315
250,0.39625534415245056
275,0.3623814284801483
300,0.33907780051231384
325,0.3197382092475891
350,0.29901209473609924
375,0.28215596079826355
400,0.26406362652778625
425,0.24845311045646667
450,0.23339006304740906
475,0.22120817005634308
500,0.21208730340003967
525,0.20104223489761353
550,0.19188934564590454
575,0.1810380220413208
600,0.17010106146335602
625,0.1591944545507431
650,0.1493494212627411
675,0.14139975607395172
700,0.13466991484165192
725,0.12968160212039948
750,0.12423115223646164
775,0.1194600909948349
800,0.11472510546445847
825,0.109469935297966
850,0.10443443804979324
875,0.10098277777433395
900,0.09637249261140823
925,0.09300081431865692
950,0.08931126445531845
975,0.08637320250272751
1000,0.08308099955320358
1025,0.07929255813360214
1050,0.07482296228408813
1075,0.07140611857175827
1100,0.06857092678546906
1125,0.06568087637424469
1150,0.062314294278621674
1175,0.0598023496568203
1200,0.05837110057473183
1225,0.056757401674985886
1250,0.055027928203344345
1275,0.05328921601176262
1300,0.050963521003723145
1325,0.04889857396483421
1350,0.047649722546339035
1375,0.04617166891694069
1400,0.04459983855485916
1425,0.04315704479813576
1450,0.04139659181237221
1475,0.04009179398417473
1500,0.038573674857616425
1525,0.03736363723874092
1550,0.036464717239141464
1575,0.0356052927672863
1600,0.03483499214053154
1625,0.03396882116794586
1650,0.03333376720547676
1675,0.03243272006511688
1700,0.03153695911169052
1725,0.030900863930583
1750,0.0302164014428854
1775,0.029665503650903702
1800,0.029156794771552086
1825,0.028848271816968918
1850,0.028339901939034462
1875,0.027789371088147163
1900,0.02711951918900013
1925,0.026701755821704865
1950,0.026256246492266655
1975,0.025909842923283577
2000,0.025521889328956604
2025,0.025166848674416542
2050,0.02480790577828884
2075,0.02435174770653248
2100,0.02407386340200901
2125,0.023725450038909912
2150,0.023462772369384766
2175,0.023047197610139847
2200,0.022740785032510757
2225,0.022548645734786987
2250,0.022212060168385506
2275,0.021805794909596443
2300,0.021387854591012
2325,0.02102392539381981
2350,0.020837359130382538
2375,0.020392654463648796
2400,0.020204603672027588
2425,0.019952600821852684
2450,0.0197079349309206
2475,0.019321314990520477
2500,0.019108358770608902
2525,0.01879427768290043
2550,0.018483828753232956
2575,0.01807347685098648
2600,0.017872298136353493
2625,0.01769912615418434
2650,0.0175407025963068
2675,0.01732298731803894
2700,0.01701490953564644
2725,0.01676756702363491
2750,0.01646530255675316
2775,0.0162532739341259
2800,0.016100917011499405
2825,0.015906762331724167
2850,0.015652310103178024
2875,0.015450570732355118
2900,0.015272394753992558
2925,0.01512058824300766
2950,0.014907430857419968
2975,0.0147677818313241
3000,0.01450409833341837
3025,0.014260065741837025
3050,0.013975445181131363
3075,0.013636913150548935
3100,0.013418522663414478
3125,0.013271319679915905
3150,0.013036136515438557
3175,0.012844354845583439
3200,0.012697757221758366
3225,0.012581432238221169
3250,0.0124669773504138
3275,0.012357593514025211
3300,0.012230105698108673
3325,0.012097163125872612
3350,0.011947368271648884
3375,0.011826718226075172
3400,0.011681081727147102
3425,0.011529781855642796
3450,0.011418692767620087
3475,0.011274677701294422
3500,0.011197241954505444
3525,0.011119653470814228
3550,0.010965373367071152
3575,0.010818644426763058
3600,0.010701614432036877
3625,0.010607264935970306
3650,0.010473646223545074
3675,0.010365692898631096
3700,0.010230406187474728
3725,0.010086435824632645
3750,0.00994639191776514
3775,0.009784162044525146
3800,0.009628256782889366
3825,0.009530634619295597
3850,0.009427483193576336
3875,0.009332248941063881
3900,0.00924150925129652
3925,0.009103381074965
3950,0.00898150447756052
3975,0.008868217468261719
4000,0.008787097409367561
4025,0.008696203120052814
4050,0.008612370118498802
4075,0.008549567312002182
4100,0.008476782590150833
4125,0.008401801809668541
4150,0.008312171325087547
4175,0.008247924037277699
4200,0.00814222265034914
4225,0.008061901666224003
4250,0.00795277301222086
4275,0.007865220308303833
4300,0.007769663818180561
4325,0.007689438760280609
4350,0.007624426856637001
4375,0.007502905558794737
4400,0.00738487858325243
4425,0.007285501342266798
4450,0.0071870554238557816
4475,0.0071111153811216354
4500,0.007036430295556784
4525,0.006957333534955978
4550,0.00681007606908679
4575,0.006745920516550541
4600,0.006666821893304586
4625,0.006586087867617607
4650,0.0064971488900482655
4675,0.006458236835896969
4700,0.0064117033034563065
4725,0.006365007255226374
4750,0.006311766803264618
4775,0.006260816473513842
4800,0.0062213679775595665
4825,0.006192526780068874
4850,0.006148283835500479
4875,0.006103008519858122
4900,0.006038167048245668
4925,0.005965078715234995
4950,0.005915786139667034
4975,0.005861858371645212
5000,0.005785508081316948
5025,0.005732862278819084
5050,0.005690439138561487
5075,0.005660813767462969
5100,0.005620504729449749
5125,0.005585765466094017
5150,0.005542960949242115
5175,0.005502326413989067
5200,0.005462211556732655
5225,0.005433945916593075
5250,0.005396655295044184
5275,0.005381775554269552
5300,0.005325748585164547
5325,0.005283620208501816
5350,0.005247924942523241
5375,0.005205771420150995
5400,0.005165745038539171
5425,0.005125929601490498
5450,0.005077834241092205
5475,0.005041536875069141
5500,0.005002295598387718
5525,0.004950509872287512
5550,0.004911075346171856
5575,0.004861102905124426
5600,0.00481527391821146
5625,0.004785915836691856
5650,0.004757160786539316
5675,0.004721776116639376
5700,0.004683774895966053
5725,0.004660448059439659
5750,0.004625425674021244
5775,0.00459281075745821
5800,0.004558369051665068
5825,0.004521888680756092
5850,0.004479221533983946
5875,0.004443319048732519
5900,0.00440165214240551
5925,0.004369501955807209
5950,0.004332495853304863
5975,0.004295090679079294
6000,0.0042534745298326015
6025,0.00419787410646677
6050,0.0041441479697823524
6075,0.004106956068426371
6100,0.0040598283521831036
6125,0.004020597320050001
6150,0.003983498550951481
6175,0.003949629608541727
6200,0.003928064834326506
6225,0.003903232980519533
6250,0.003869312349706888
6275,0.0038376166485249996
6300,0.003807065775617957
6325,0.0037780990824103355
6350,0.0037476744037121534
6375,0.0037249212618917227
6400,0.0037075032014399767
6425,0.0036753264721482992
6450,0.003650018712505698
6475,0.0036234341096132994
6500,0.0036049778573215008
6525,0.0035804060753434896
6550,0.003556107636541128
6575,0.003523600287735462
6600,0.0035078399814665318
6625,0.003471160074695945
6650,0.003450148506090045
6675,0.003420240478590131
6700,0.0033985297195613384
6725,0.003375542815774679
6750,0.0033548464998602867
6775,0.0033281322102993727
6800,0.0033077835105359554
6825,0.0032846725080162287
6850,0.003264334984123707
6875,0.0032412689179182053
6900,0.0032138756942003965
6925,0.0031975528690963984
6950,0.003180909901857376
6975,0.0031545888632535934
7000,0.003131821984425187
7025,0.003117753891274333
7050,0.0030866782180964947
7075,0.0030611862894147635
7100,0.0030363460537046194
7125,0.003020942211151123
7150,0.003003412624821067
7175,0.0029829784762114286
7200,0.0029623114969581366
7225,0.0029456596821546555
7250,0.0029247328639030457
7275,0.0028951410204172134
7300,0.0028766528703272343
7325,0.002852472010999918
7350,0.002835342660546303
7375,0.002813646337017417
7400,0.0028008176013827324
7425,0.0027837948873639107
7450,0.00275181932374835
7475,0.002736051566898823
7500,0.0027163284830749035
7525,0.00270051509141922
7550,0.002680662088096142
7575,0.0026634931564331055
7600,0.0026502758264541626
7625,0.0026399793568998575
7650,0.002622270956635475
7675,0.0026020014192909002
7700,0.002588967327028513
7725,0.002577399369329214
7750,0.002562212059274316
7775,0.0025470927357673645
7800,0.0025247468147426844
7825,0.002509376732632518
7850,0.002492625033482909
7875,0.0024796295911073685
7900,0.0024687647819519043
7925,0.0024552063550800085
7950,0.0024389978498220444
7975,0.0024217849131673574
8000,0.0024025309830904007
8025,0.0023895888589322567
8050,0.002367818495258689
8075,0.002354368334636092
8100,0.002338640158995986
8125,0.0023245890624821186
8150,0.0023125940933823586
8175,0.0022995660547167063
8200,0.002287639304995537
8225,0.00227683805860579
8250,0.0022699504625052214
8275,0.0022595268674194813
8300,0.0022517370525747538
8325,0.002240352565422654
8350,0.002228477271273732
8375,0.002216547029092908
8400,0.0022074775770306587
8425,0.0021897382102906704
8450,0.0021798883099108934
8475,0.002170821651816368
8500,0.002162941498681903
8525,0.002154894871637225
8550,0.0021457138936966658
8575,0.0021360772661864758
8600,0.0021162612829357386
8625,0.0020985573064535856
8650,0.002087551634758711
8675,0.0020718583837151527
8700,0.0020636841654777527
8725,0.00205551041290164
8750,0.002045889152213931
8775,0.0020365642849355936
8800,0.002018886851146817
8825,0.0020038969814777374
8850,0.001991993747651577
8875,0.0019804839976131916
8900,0.0019725605379790068
8925,0.0019653362687677145
8950,0.001959684770554304
8975,0.0019472679123282433
9000,0.0019380099838599563
9025,0.0019261457491666079
9050,0.0019173778127878904
9075,0.0019062503706663847
9100,0.0019004687201231718
9125,0.001893547479994595
9150,0.001887015299871564
9175,0.0018781423568725586
9200,0.0018719104118645191
9225,0.0018631062703207135
9250,0.001855743583291769
9275,0.0018484930042177439
9300,0.0018418552353978157
9325,0.0018341600662097335
9350,0.0018281838856637478
9375,0.0018218072364106774
9400,0.0018136560684069991
9425,0.0018090627854689956
9450,0.0017995114903897047
9475,0.0017917414661496878
9500,0.0017810834106057882
9525,0.0017741334158927202
9550,0.0017637555720284581
9575,0.001754140481352806
9600,0.0017454182961955667
9625,0.0017359766643494368
9650,0.0017278162995353341
9675,0.0017223639879375696
9700,0.0017158586997538805
9725,0.0017090095207095146
9750,0.001700370805338025
9775,0.001691831392236054
9800,0.0016815799754112959
9825,0.0016749262576922774
9850,0.0016650150064378977
9875,0.0016588777070865035
9900,0.0016507167601957917
9925,0.0016450105467811227
9950,0.001638564164750278
9975,0.001631246181204915
10000,0.0016238486859947443
